system:index,LC_Type1,LC_Type2,Unnamed_ 0,datetime,google:max_source_file_timestamp,latitude,longitude,school_id,timestamp,.geo
2020_01_01_000000000000000005b7,12.0,12.0,1463,2020-01-01 00:00:00,1.640916859E12,14.93333611,120.5,105970,1577836800000,"{""type"":""Point"",""coordinates"":[120.50000006207247,14.933337686644949]}"
2020_01_01_0000000000000000164c,14.0,14.0,5708,2020-01-01 00:00:00,1.640916859E12,14.93321389,120.5,159516,1577836800000,"{""type"":""Point"",""coordinates"":[120.50000006207247,14.93321283181545]}"
2020_01_01_00000000000000000503,13.0,13.0,1283,2020-01-01 00:00:00,1.640916859E12,15.640054,120.890625,105768,1577836800000,"{""type"":""Point"",""coordinates"":[120.89062623255646,15.640056153504531]}"
2020_01_01_00000000000000000f3c,9.0,9.0,3900,2020-01-01 00:00:00,1.640916859E12,14.8610948,121.0,108556,1577836800000,"{""type"":""Point"",""coordinates"":[120.99999906319539,14.861095790478073]}"
2020_01_01_00000000000000000f3f,14.0,14.0,3903,2020-01-01 00:00:00,1.640916859E12,14.83388231,121.0,108565,1577836800000,"{""type"":""Point"",""coordinates"":[120.99999906319539,14.833881896748897]}"
2020_01_01_000000000000000014af,13.0,13.0,5295,2020-01-01 00:00:00,1.640916859E12,14.645669,121.0625,136571,1577836800000,"{""type"":""Point"",""coordinates"":[121.06249782356049,14.645667700383996]}"
2020_01_01_00000000000000000f79,8.0,8.0,3961,2020-01-01 00:00:00,1.640916859E12,13.95138889,121.4375,108625,1577836800000,"{""type"":""Point"",""coordinates"":[121.43749930395316,13.951390125463524]}"
2020_01_01_0000000000000000102a,2.0,2.0,4138,2020-01-01 00:00:00,1.640916859E12,13.837747,122.34375,108813,1577836800000,"{""type"":""Point"",""coordinates"":[122.34374916565129,13.837745476015405]}"
2020_01_01_000000000000000002e9,12.0,12.0,745,2020-01-01 00:00:00,1.640916859E12,15.498674,120.833799,105190,1577836800000,"{""type"":""Point"",""coordinates"":[120.83379944873136,15.498675895503975]}"
2020_01_01_00000000000000001607,9.0,9.0,5639,2020-01-01 00:00:00,1.640916859E12,14.45439186,120.5759865,158009,1577836800000,"{""type"":""Point"",""coordinates"":[120.57598760312428,14.45439010159538]}"
2020_01_01_000000000000000010d5,12.0,12.0,4309,2020-01-01 00:00:00,1.640916859E12,13.992726,122.568131,108990,1577836800000,"{""type"":""Point"",""coordinates"":[122.56813113066072,13.99272599222897]}"
2020_01_01_000000000000000011b0,12.0,12.0,4528,2020-01-01 00:00:00,1.640916859E12,13.992726,122.568131,109216,1577836800000,"{""type"":""Point"",""coordinates"":[122.56813113066072,13.99272599222897]}"
2020_01_01_0000000000000000035e,12.0,12.0,862,2020-01-01 00:00:00,1.640916859E12,15.27611,120.990769,105320,1577836800000,"{""type"":""Point"",""coordinates"":[120.99076872401474,15.276108784623336]}"
2020_01_01_0000000000000000119a,12.0,12.0,4506,2020-01-01 00:00:00,1.640916859E12,13.9418274,121.4929247,109192,1577836800000,"{""type"":""Point"",""coordinates"":[121.4929259300475,13.941825353703884]}"
2020_01_01_0000000000000000097a,12.0,12.0,2426,2020-01-01 00:00:00,1.640916859E12,15.77982444,119.9019902,106984,1577836800000,"{""type"":""Point"",""coordinates"":[119.90199001979487,15.77982221692374]}"
2020_01_01_000000000000000010ba,10.0,10.0,4282,2020-01-01 00:00:00,1.640916859E12,13.9430059,121.6903886,108963,1577836800000,"{""type"":""Point"",""coordinates"":[121.69038830199725,13.943007015483044]}"
2020_01_01_000000000000000011aa,8.0,8.0,4522,2020-01-01 00:00:00,1.640916859E12,13.98421181,122.6171746,109210,1577836800000,"{""type"":""Point"",""coordinates"":[122.61717678314756,13.984213568317937]}"
2020_01_01_00000000000000000b9e,14.0,14.0,2974,2020-01-01 00:00:00,1.640916859E12,13.8544578,121.0916459,107589,1577836800000,"{""type"":""Point"",""coordinates"":[121.09164696714686,13.854458186763718]}"
2020_01_01_00000000000000000705,13.0,13.0,1797,2020-01-01 00:00:00,1.640916859E12,15.295362,120.546155,106311,1577836800000,"{""type"":""Point"",""coordinates"":[120.54615621707673,15.29536318297211]}"
2020_01_01_00000000000000001698,12.0,12.0,5784,2020-01-01 00:00:00,1.640916859E12,14.29533008,120.8671832,164006,1577836800000,"{""type"":""Point"",""coordinates"":[120.86718473831849,14.295329507917911]}"
2020_01_01_00000000000000000653,9.0,9.0,1619,2020-01-01 00:00:00,1.640916859E12,15.21680278,120.6669167,106128,1577836800000,"{""type"":""Point"",""coordinates"":[120.66691759180614,15.216802740612502]}"
2020_01_01_00000000000000000656,9.0,9.0,1622,2020-01-01 00:00:00,1.640916859E12,15.21680278,120.6669167,106131,1577836800000,"{""type"":""Point"",""coordinates"":[120.66691759180614,15.216802740612502]}"
2020_01_01_0000000000000000120f,14.0,14.0,4623,2020-01-01 00:00:00,1.640916859E12,14.54755126,121.1896428,109311,1577836800000,"{""type"":""Point"",""coordinates"":[121.18964463099844,14.547549640803974]}"
2020_01_01_000000000000000008cd,9.0,9.0,2253,2020-01-01 00:00:00,1.640916859E12,15.315761,120.061737,106805,1577836800000,"{""type"":""Point"",""coordinates"":[120.06173731503456,15.315759111190573]}"
2020_01_01_00000000000000000bf8,14.0,14.0,3064,2020-01-01 00:00:00,1.640916859E12,13.80139616,121.0126719,107682,1577836800000,"{""type"":""Point"",""coordinates"":[121.01267182838926,13.801394884227712]}"
2020_01_01_00000000000000001195,10.0,10.0,4501,2020-01-01 00:00:00,1.640916859E12,13.87706913,121.4628911,109187,1577836800000,"{""type"":""Point"",""coordinates"":[121.46288942535153,13.877070288205742]}"
2020_01_01_00000000000000000987,9.0,9.0,2439,2020-01-01 00:00:00,1.640916859E12,15.725195,119.884865,106997,1577836800000,"{""type"":""Point"",""coordinates"":[119.88486707174962,15.72519376991797]}"
2020_01_01_000000000000000012a4,8.0,8.0,4772,2020-01-01 00:00:00,1.640916859E12,14.7544759,121.1725004,109473,1577836800000,"{""type"":""Point"",""coordinates"":[121.17249938744793,14.754474225189126]}"
2020_01_01_0000000000000000154d,13.0,13.0,5453,2020-01-01 00:00:00,1.640916859E12,14.60527778,121.0261111,136744,1577836800000,"{""type"":""Point"",""coordinates"":[121.02611155896439,14.605277163041883]}"
2020_01_01_00000000000000000e61,13.0,13.0,3681,2020-01-01 00:00:00,1.640916859E12,14.295,121.4636111,108328,1577836800000,"{""type"":""Point"",""coordinates"":[121.46361179972216,14.294999534439954]}"
2020_01_01_00000000000000000eaa,13.0,13.0,3754,2020-01-01 00:00:00,1.640916859E12,14.40472222,121.4636111,108404,1577836800000,"{""type"":""Point"",""coordinates"":[121.46361179972216,14.404720174961044]}"
2020_01_01_00000000000000000bc7,12.0,12.0,3015,2020-01-01 00:00:00,1.640916859E12,13.788571,121.379868,107630,1577836800000,"{""type"":""Point"",""coordinates"":[121.37986988193842,13.788570509598001]}"
2020_01_01_00000000000000000c39,13.0,13.0,3129,2020-01-01 00:00:00,1.640916859E12,14.07582146,121.1391119,107748,1577836800000,"{""type"":""Point"",""coordinates"":[121.13911409786078,14.075821340359933]}"
2020_01_01_00000000000000000925,9.0,9.0,2341,2020-01-01 00:00:00,1.640916859E12,15.58718001,119.9473779,106899,1577836800000,"{""type"":""Point"",""coordinates"":[119.94737920941789,15.587180133212772]}"
2020_01_01_0000000000000000030d,13.0,13.0,781,2020-01-01 00:00:00,1.640916859E12,15.255061,120.859966,105226,1577836800000,"{""type"":""Point"",""coordinates"":[120.859965453713,15.255061827651065]}"
2020_01_01_000000000000000012f0,8.0,8.0,4848,2020-01-01 00:00:00,1.640916859E12,13.73893277,121.1718105,109555,1577836800000,"{""type"":""Point"",""coordinates"":[121.17181268588574,13.738931796671043]}"
2020_01_01_00000000000000000524,12.0,12.0,1316,2020-01-01 00:00:00,1.640916859E12,15.671426,120.96083,105805,1577836800000,"{""type"":""Point"",""coordinates"":[120.96083031954191,15.671425929415522]}"
2020_01_01_0000000000000000114c,10.0,10.0,4428,2020-01-01 00:00:00,1.640916859E12,13.91271148,121.3016742,109111,1577836800000,"{""type"":""Point"",""coordinates"":[121.3016750858652,13.912711882925935]}"
2020_01_01_0000000000000000162f,14.0,14.0,5679,2020-01-01 00:00:00,1.640916859E12,15.842417,121.028241,159011,1577836800000,"{""type"":""Point"",""coordinates"":[121.02824300926791,15.842419077512012]}"
2020_01_01_000000000000000004a1,13.0,13.0,1185,2020-01-01 00:00:00,1.640916859E12,15.30956,120.857849,105667,1577836800000,"{""type"":""Point"",""coordinates"":[120.85784738071257,15.309560960726284]}"
2020_01_01_00000000000000000afb,8.0,8.0,2811,2020-01-01 00:00:00,1.640916859E12,13.954351,120.883339,107417,1577836800000,"{""type"":""Point"",""coordinates"":[120.88334006143512,13.954350968563013]}"
2020_01_01_0000000000000000016b,14.0,14.0,363,2020-01-01 00:00:00,1.640916859E12,14.92792524,120.8967266,104788,1577836800000,"{""type"":""Point"",""coordinates"":[120.89672628279759,14.927924337966065]}"
2020_01_01_00000000000000000ad1,8.0,8.0,2769,2020-01-01 00:00:00,1.640916859E12,14.03168,120.940079,107373,1577836800000,"{""type"":""Point"",""coordinates"":[120.94007766323917,14.03168069903187]}"
2020_01_01_000000000000000004f8,9.0,9.0,1272,2020-01-01 00:00:00,1.640916859E12,15.443489,121.065079,105757,1577836800000,"{""type"":""Point"",""coordinates"":[121.06507964307046,15.443490060866528]}"
2020_01_01_00000000000000000707,13.0,13.0,1799,2020-01-01 00:00:00,1.640916859E12,15.276081,120.565842,106313,1577836800000,"{""type"":""Point"",""coordinates"":[120.56584314822767,15.276082030017012]}"
2020_01_01_00000000000000000b6a,12.0,12.0,2922,2020-01-01 00:00:00,1.640916859E12,13.883287,121.206467,107537,1577836800000,"{""type"":""Point"",""coordinates"":[121.2064688192731,13.883286275074246]}"
2020_01_01_00000000000000000e24,9.0,9.0,3620,2020-01-01 00:00:00,1.640916859E12,14.147229,121.315842,108264,1577836800000,"{""type"":""Point"",""coordinates"":[121.315841649912,14.147229384629814]}"
2020_01_01_00000000000000000408,12.0,12.0,1032,2020-01-01 00:00:00,1.640916859E12,15.607611,120.998388,105504,1577836800000,"{""type"":""Point"",""coordinates"":[120.99838932771509,15.607611734239663]}"
2020_01_01_0000000000000000144b,13.0,13.0,5195,2020-01-01 00:00:00,1.640916859E12,14.60319214,121.0118229,136469,1577836800000,"{""type"":""Point"",""coordinates"":[121.01182459918911,14.603190303748873]}"
2020_01_01_00000000000000001332,10.0,10.0,4914,2020-01-01 00:00:00,1.640916859E12,13.73283818,121.0779444,109623,1577836800000,"{""type"":""Point"",""coordinates"":[121.07794414960962,13.732836205530983]}"
2020_01_01_0000000000000000072a,9.0,9.0,1834,2020-01-01 00:00:00,1.640916859E12,15.666041,120.466332,106349,1577836800000,"{""type"":""Point"",""coordinates"":[120.46633384911898,15.66603933534296]}"
2020_01_01_00000000000000000961,13.0,13.0,2401,2020-01-01 00:00:00,1.640916859E12,15.02454615,120.0792511,106959,1577836800000,"{""type"":""Point"",""coordinates"":[120.0792526639725,15.024544139592136]}"
2020_01_01_00000000000000000cfb,13.0,13.0,3323,2020-01-01 00:00:00,1.640916859E12,14.307938,120.901715,107948,1577836800000,"{""type"":""Point"",""coordinates"":[120.90171601687638,14.307939845697053]}"
2020_01_01_000000000000000005b5,9.0,9.0,1461,2020-01-01 00:00:00,1.640916859E12,14.975492,120.532432,105968,1577836800000,"{""type"":""Point"",""coordinates"":[120.53243110403422,14.975494028004226]}"
2020_01_01_00000000000000000d24,14.0,14.0,3364,2020-01-01 00:00:00,1.640916859E12,14.195304,120.876945,107992,1577836800000,"{""type"":""Point"",""coordinates"":[120.87694571052448,14.195302953087014]}"
2020_01_01_00000000000000000bb2,8.0,8.0,2994,2020-01-01 00:00:00,1.640916859E12,13.741636,121.408195,107609,1577836800000,"{""type"":""Point"",""coordinates"":[121.40819409182993,13.741634011909431]}"
2020_01_01_00000000000000001265,13.0,13.0,4709,2020-01-01 00:00:00,1.640916859E12,14.58331834,121.1112727,109404,1577836800000,"{""type"":""Point"",""coordinates"":[121.11127147088307,14.583320549454715]}"
2020_01_01_000000000000000013fc,13.0,13.0,5116,2020-01-01 00:00:00,1.640916859E12,14.21412712,121.1517666,109835,1577836800000,"{""type"":""Point"",""coordinates"":[121.15176456754939,14.214129277734664]}"
2020_01_01_0000000000000000095b,9.0,9.0,2395,2020-01-01 00:00:00,1.640916859E12,14.976777,120.16806,106953,1577836800000,"{""type"":""Point"",""coordinates"":[120.16806012055291,14.97677824910762]}"
2020_01_01_000000000000000000a0,12.0,12.0,160,2020-01-01 00:00:00,1.640916859E12,14.864662,120.434448,104577,1577836800000,"{""type"":""Point"",""coordinates"":[120.43444681748576,14.864663071320829]}"
2020_01_01_000000000000000010bc,10.0,10.0,4284,2020-01-01 00:00:00,1.640916859E12,13.99036667,121.7554289,108965,1577836800000,"{""type"":""Point"",""coordinates"":[121.75542874996283,13.990367127771695]}"
2020_01_01_00000000000000000e60,9.0,9.0,3680,2020-01-01 00:00:00,1.640916859E12,14.3367153,121.4818968,108327,1577836800000,"{""type"":""Point"",""coordinates"":[121.48189857314236,14.336714424794941]}"
2020_01_01_0000000000000000047f,12.0,12.0,1151,2020-01-01 00:00:00,1.640916859E12,15.530601,120.807116,105632,1577836800000,"{""type"":""Point"",""coordinates"":[120.80711618802754,15.530603059046653]}"
2020_01_01_000000000000000011a5,8.0,8.0,4517,2020-01-01 00:00:00,1.640916859E12,13.95412504,122.474037,109205,1577836800000,"{""type"":""Point"",""coordinates"":[122.4740351802309,13.954123554409287]}"
2020_01_01_00000000000000000849,9.0,9.0,2121,2020-01-01 00:00:00,1.640916859E12,15.633892,120.464086,106666,1577836800000,"{""type"":""Point"",""coordinates"":[120.46408646218804,15.633893675848668]}"
2020_01_01_00000000000000000731,12.0,12.0,1841,2020-01-01 00:00:00,1.640916859E12,15.65809184,120.3618121,106357,1577836800000,"{""type"":""Point"",""coordinates"":[120.36181252042621,15.658093217265723]}"
2020_01_01_00000000000000000b97,8.0,8.0,2967,2020-01-01 00:00:00,1.640916859E12,13.767564,121.277306,107582,1577836800000,"{""type"":""Point"",""coordinates"":[121.27730609860816,13.767563684535217]}"
2020_01_01_000000000000000015ef,10.0,10.0,5615,2020-01-01 00:00:00,1.640916859E12,14.45694444,121.0522222,136915,1577836800000,"{""type"":""Point"",""coordinates"":[121.05222405473334,14.456945166499004]}"
2020_01_01_00000000000000000ff9,2.0,2.0,4089,2020-01-01 00:00:00,1.640916859E12,13.80674218,122.1899414,108758,1577836800000,"{""type"":""Point"",""coordinates"":[122.18994139301478,13.806741346390796]}"
2020_01_01_00000000000000001205,2.0,2.0,4613,2020-01-01 00:00:00,1.640916859E12,13.88418884,122.0039201,109301,1577836800000,"{""type"":""Point"",""coordinates"":[122.0039210743682,13.884187013487043]}"
2020_01_01_00000000000000000d4d,14.0,14.0,3405,2020-01-01 00:00:00,1.640916859E12,14.188641,120.757447,108035,1577836800000,"{""type"":""Point"",""coordinates"":[120.7574462613932,14.188641056113166]}"
2020_01_01_00000000000000000858,12.0,12.0,2136,2020-01-01 00:00:00,1.640916859E12,15.556835,120.47696,106682,1577836800000,"{""type"":""Point"",""coordinates"":[120.47695988692935,15.556835950544073]}"
2020_01_01_000000000000000012f2,8.0,8.0,4850,2020-01-01 00:00:00,1.640916859E12,13.73266037,121.1537933,109557,1577836800000,"{""type"":""Point"",""coordinates"":[121.15379345852872,13.7326623005899]}"
2020_01_01_00000000000000000407,12.0,12.0,1031,2020-01-01 00:00:00,1.640916859E12,15.665909,121.023029,105503,1577836800000,"{""type"":""Point"",""coordinates"":[121.02303032013644,15.665910021412417]}"
2020_01_01_00000000000000000fb8,8.0,8.0,4024,2020-01-01 00:00:00,1.640916859E12,13.73485,122.29018,108689,1577836800000,"{""type"":""Point"",""coordinates"":[122.29018198469625,13.73485171920714]}"
2020_01_01_0000000000000000140b,14.0,14.0,5131,2020-01-01 00:00:00,1.640916859E12,14.18387602,121.0891032,109850,1577836800000,"{""type"":""Point"",""coordinates"":[121.08910527954637,14.183874277087034]}"
2020_01_01_00000000000000000586,13.0,13.0,1414,2020-01-01 00:00:00,1.640916859E12,15.22244029,120.6282173,105919,1577836800000,"{""type"":""Point"",""coordinates"":[120.62821705376328,15.222439044344059]}"
2020_01_01_00000000000000000745,9.0,9.0,1861,2020-01-01 00:00:00,1.640916859E12,15.380436,120.59692,106378,1577836800000,"{""type"":""Point"",""coordinates"":[120.59691862346912,15.380433912869753]}"
2020_01_01_00000000000000000932,10.0,10.0,2354,2020-01-01 00:00:00,1.640916859E12,15.39756692,119.9201426,106912,1577836800000,"{""type"":""Point"",""coordinates"":[119.92014302018345,15.397565779117093]}"
2020_01_01_00000000000000000744,14.0,14.0,1860,2020-01-01 00:00:00,1.640916859E12,15.320247,120.582778,106377,1577836800000,"{""type"":""Point"",""coordinates"":[120.5827788140287,15.32024496685034]}"
2020_01_01_00000000000000001006,8.0,8.0,4102,2020-01-01 00:00:00,1.640916859E12,13.902722,122.098403,108773,1577836800000,"{""type"":""Point"",""coordinates"":[122.09840496658964,13.902723496566214]}"
2020_01_01_000000000000000005cb,13.0,13.0,1483,2020-01-01 00:00:00,1.640916859E12,14.984007,120.483268,105991,1577836800000,"{""type"":""Point"",""coordinates"":[120.48326951491995,14.984006451915251]}"
2020_01_01_00000000000000000d94,9.0,9.0,3476,2020-01-01 00:00:00,1.640916859E12,14.22062714,120.9712645,108110,1577836800000,"{""type"":""Point"",""coordinates"":[120.971264616007,14.220626187969533]}"
2020_01_01_00000000000000000f06,13.0,13.0,3846,2020-01-01 00:00:00,1.640916859E12,14.235992,121.333498,108498,1577836800000,"{""type"":""Point"",""coordinates"":[121.33349969008368,14.23599225019971]}"
2020_01_01_00000000000000000bb8,12.0,12.0,3000,2020-01-01 00:00:00,1.640916859E12,13.851081,121.369659,107615,1577836800000,"{""type"":""Point"",""coordinates"":[121.36965854052606,13.85108264726626]}"
2020_01_01_000000000000000013a5,13.0,13.0,5029,2020-01-01 00:00:00,1.640916859E12,13.936157,121.604034,109743,1577836800000,"{""type"":""Point"",""coordinates"":[121.6040333509962,13.936157836264954]}"
2020_01_01_0000000000000000072c,9.0,9.0,1836,2020-01-01 00:00:00,1.640916859E12,15.708073,120.453501,106351,1577836800000,"{""type"":""Point"",""coordinates"":[120.4535005562872,15.708070821872742]}"
2020_01_01_00000000000000000e8f,8.0,8.0,3727,2020-01-01 00:00:00,1.640916859E12,14.364928,121.551399,108376,1577836800000,"{""type"":""Point"",""coordinates"":[121.55139812216134,14.364927157160094]}"
2020_01_01_00000000000000000916,9.0,9.0,2326,2020-01-01 00:00:00,1.640916859E12,15.324202,120.010155,106883,1577836800000,"{""type"":""Point"",""coordinates"":[120.0101544340483,15.324200189484747]}"
2020_01_01_00000000000000000199,11.0,11.0,409,2020-01-01 00:00:00,1.640916859E12,14.857507,120.760155,104835,1577836800000,"{""type"":""Point"",""coordinates"":[120.76015293573263,14.857506214130048]}"
2020_01_01_00000000000000001615,11.0,11.0,5653,2020-01-01 00:00:00,1.640916859E12,14.813777,120.760155,158517,1577836800000,"{""type"":""Point"",""coordinates"":[120.76015293573263,14.813775810098903]}"
2020_01_01_00000000000000000b4e,12.0,12.0,2894,2020-01-01 00:00:00,1.640916859E12,14.071313,120.714043,107509,1577836800000,"{""type"":""Point"",""coordinates"":[120.71404137173896,14.071313189194896]}"
2020_01_01_000000000000000011f7,12.0,12.0,4599,2020-01-01 00:00:00,1.640916859E12,13.90671,121.370293,109287,1577836800000,"{""type"":""Point"",""coordinates"":[121.37029173287566,13.906709932907997]}"
2020_01_01_00000000000000000983,9.0,9.0,2435,2020-01-01 00:00:00,1.640916859E12,15.698468,119.932793,106993,1577836800000,"{""type"":""Point"",""coordinates"":[119.93279348987208,15.69846591820362]}"
2020_01_01_00000000000000001693,13.0,13.0,5779,2020-01-01 00:00:00,1.640916859E12,14.30424721,121.0449835,164001,1577836800000,"{""type"":""Point"",""coordinates"":[121.04498247462256,14.304247710024804]}"
2020_01_01_00000000000000000421,12.0,12.0,1057,2020-01-01 00:00:00,1.640916859E12,15.82314,120.855388,105532,1577836800000,"{""type"":""Point"",""coordinates"":[120.85538595693107,15.823137924556914]}"
2020_01_01_00000000000000000531,12.0,12.0,1329,2020-01-01 00:00:00,1.640916859E12,15.581515,120.980345,105826,1577836800000,"{""type"":""Point"",""coordinates"":[120.9803433457518,15.581517074874895]}"
2020_01_01_0000000000000000036e,12.0,12.0,878,2020-01-01 00:00:00,1.640916859E12,15.241998,120.954812,105341,1577836800000,"{""type"":""Point"",""coordinates"":[120.95481053311978,15.241996661564471]}"
2020_01_01_000000000000000004d6,12.0,12.0,1238,2020-01-01 00:00:00,1.640916859E12,15.773793,120.944098,105722,1577836800000,"{""type"":""Point"",""coordinates"":[120.94409977238942,15.77379351229948]}"
2020_01_01_00000000000000000530,13.0,13.0,1328,2020-01-01 00:00:00,1.640916859E12,15.564747,120.919285,105823,1577836800000,"{""type"":""Point"",""coordinates"":[120.91928487502696,15.564746395812886]}"
2020_01_01_00000000000000001116,8.0,8.0,4374,2020-01-01 00:00:00,1.640916859E12,14.00936259,122.1806717,109057,1577836800000,"{""type"":""Point"",""coordinates"":[122.18067092192467,14.009362898259374]}"
2020_01_01_00000000000000000ea2,10.0,10.0,3746,2020-01-01 00:00:00,1.640916859E12,14.384461,121.4050957,108395,1577836800000,"{""type"":""Point"",""coordinates"":[121.40509501659776,14.384462478875237]}"
2020_01_01_00000000000000000218,13.0,13.0,536,2020-01-01 00:00:00,1.640916859E12,14.6982199,120.9469221,104966,1577836800000,"{""type"":""Point"",""coordinates"":[120.94692238335622,14.698218206298856]}"
2020_01_01_000000000000000013d0,12.0,12.0,5072,2020-01-01 00:00:00,1.640916859E12,14.087284,121.326975,109790,1577836800000,"{""type"":""Point"",""coordinates"":[121.32697602524247,14.087285689168343]}"
2020_01_01_0000000000000000011f,9.0,9.0,287,2020-01-01 00:00:00,1.640916859E12,14.76256593,120.5398704,104708,1577836800000,"{""type"":""Point"",""coordinates"":[120.53986888459136,14.762567493601129]}"
2020_01_01_0000000000000000087a,12.0,12.0,2170,2020-01-01 00:00:00,1.640916859E12,15.546669,120.544113,106718,1577836800000,"{""type"":""Point"",""coordinates"":[120.54411394879423,15.546669200142217]}"
2020_01_01_0000000000000000029e,13.0,13.0,670,2020-01-01 00:00:00,1.640916859E12,15.133548,120.965988,105112,1577836800000,"{""type"":""Point"",""coordinates"":[120.96598949946078,15.133546864843613]}"
2020_01_01_000000000000000007fc,13.0,13.0,2044,2020-01-01 00:00:00,1.640916859E12,15.63618187,120.5406377,106579,1577836800000,"{""type"":""Point"",""coordinates"":[120.54063584997257,15.63618119468909]}"
2020_01_01_000000000000000003fe,12.0,12.0,1022,2020-01-01 00:00:00,1.640916859E12,15.734098,121.014346,105494,1577836800000,"{""type"":""Point"",""coordinates"":[121.01434399128435,15.73409859472171]}"
2020_01_01_00000000000000000297,9.0,9.0,663,2020-01-01 00:00:00,1.640916859E12,15.118639,121.025017,105105,1577836800000,"{""type"":""Point"",""coordinates"":[121.02501907920627,15.118640090021948]}"
2020_01_01_00000000000000000cb1,13.0,13.0,3249,2020-01-01 00:00:00,1.640916859E12,14.43338977,120.9397006,107874,1577836800000,"{""type"":""Point"",""coordinates"":[120.93969863964963,14.433387735633648]}"
2020_01_01_00000000000000000a69,8.0,8.0,2665,2020-01-01 00:00:00,1.640916859E12,13.82027778,120.9930556,107259,1577836800000,"{""type"":""Point"",""coordinates"":[120.99305624285518,13.820279177189057]}"
2020_01_01_00000000000000001603,8.0,8.0,5635,2020-01-01 00:00:00,1.640916859E12,14.736176,120.456757,158004,1577836800000,"{""type"":""Point"",""coordinates"":[120.45675570005618,14.736174074465781]}"
2020_01_01_00000000000000000fd3,2.0,2.0,4051,2020-01-01 00:00:00,1.640916859E12,14.960706,121.534882,108718,1577836800000,"{""type"":""Point"",""coordinates"":[121.53488161185939,14.960707648911]}"
2020_01_01_00000000000000000aae,10.0,10.0,2734,2020-01-01 00:00:00,1.640916859E12,13.87547,120.660645,107332,1577836800000,"{""type"":""Point"",""coordinates"":[120.66064363662394,13.875469470927559]}"
2020_01_01_000000000000000006a4,9.0,9.0,1700,2020-01-01 00:00:00,1.640916859E12,14.979342,120.73877,106209,1577836800000,"{""type"":""Point"",""coordinates"":[120.73877154618135,14.97934223221335]}"
2020_01_01_00000000000000000c93,8.0,8.0,3219,2020-01-01 00:00:00,1.640916859E12,14.10804,120.827566,107844,1577836800000,"{""type"":""Point"",""coordinates"":[120.82756562545863,14.108038345471076]}"
2020_01_01_00000000000000000c22,8.0,8.0,3106,2020-01-01 00:00:00,1.640916859E12,13.869073,120.9155603,107725,1577836800000,"{""type"":""Point"",""coordinates"":[120.9155615256473,13.869075120016916]}"
2020_01_01_00000000000000000dc7,12.0,12.0,3527,2020-01-01 00:00:00,1.640916859E12,14.34079144,120.85945,108166,1577836800000,"{""type"":""Point"",""coordinates"":[120.85944819799077,14.340790043157792]}"
2020_01_01_0000000000000000065b,13.0,13.0,1627,2020-01-01 00:00:00,1.640916859E12,15.210306,120.662042,106136,1577836800000,"{""type"":""Point"",""coordinates"":[120.66204379435472,15.210305830377635]}"
2020_01_01_00000000000000000507,12.0,12.0,1287,2020-01-01 00:00:00,1.640916859E12,15.681267,120.927667,105772,1577836800000,"{""type"":""Point"",""coordinates"":[120.92766798500743,15.681267165440477]}"
2020_01_01_00000000000000000f4b,8.0,8.0,3915,2020-01-01 00:00:00,1.640916859E12,14.007031,122.324009,108579,1577836800000,"{""type"":""Point"",""coordinates"":[122.32400872528768,14.007030788408423]}"
2020_01_01_00000000000000000dc2,12.0,12.0,3522,2020-01-01 00:00:00,1.640916859E12,14.36170246,120.8565958,108161,1577836800000,"{""type"":""Point"",""coordinates"":[120.85659437331654,14.361703227098452]}"
2020_01_01_00000000000000001355,8.0,8.0,4949,2020-01-01 00:00:00,1.640916859E12,13.98362747,121.1414243,109660,1577836800000,"{""type"":""Point"",""coordinates"":[121.14142391220646,13.98362942607994]}"
2020_01_01_00000000000000001342,12.0,12.0,4930,2020-01-01 00:00:00,1.640916859E12,13.91644019,121.1796378,109641,1577836800000,"{""type"":""Point"",""coordinates"":[121.17963840823448,13.916439691406618]}"
2020_01_01_00000000000000000a6c,8.0,8.0,2668,2020-01-01 00:00:00,1.640916859E12,13.798292,120.948837,107262,1577836800000,"{""type"":""Point"",""coordinates"":[120.94883533770815,13.798291349894516]}"
2020_01_01_00000000000000000466,12.0,12.0,1126,2020-01-01 00:00:00,1.640916859E12,15.757073,121.100896,105607,1577836800000,"{""type"":""Point"",""coordinates"":[121.10089514273169,15.75707188334906]}"
2020_01_01_000000000000000013c6,8.0,8.0,5062,2020-01-01 00:00:00,1.640916859E12,14.019689,121.272728,109780,1577836800000,"{""type"":""Point"",""coordinates"":[121.27272660182626,14.019690176299155]}"
2020_01_01_00000000000000001609,13.0,13.0,5641,2020-01-01 00:00:00,1.640916859E12,15.139894,120.970899,158502,1577836800000,"{""type"":""Point"",""coordinates"":[120.97089896972058,15.139892165642664]}"
2020_01_01_00000000000000000137,13.0,13.0,311,2020-01-01 00:00:00,1.640916859E12,14.81916316,120.8956325,104732,1577836800000,"{""type"":""Point"",""coordinates"":[120.89563380303947,14.819162404171468]}"
2020_01_01_000000000000000016af,13.0,13.0,5807,2020-01-01 00:00:00,1.640916859E12,14.337041,121.095856,164513,1577836800000,"{""type"":""Point"",""coordinates"":[121.09585635854131,14.337039939171847]}"
2020_01_01_000000000000000001b3,17.0,0.0,435,2020-01-01 00:00:00,1.640916859E12,14.816881,120.721619,104861,1577836800000,"{""type"":""Point"",""coordinates"":[120.72161738442878,14.8168793444321]}"
