Savannas,Grasslands,Urban and built-up,Croplands,Forests,Waterbodies & Wetlands
0.003946264418598,0.0052025208142036485,0.004266072362747148,0.0007227600499833308,0.028553630300489918,0.01576503899579491
0.010730099644787309,0.0006150662985862373,0.002857432258355597,0.0046669822671325896,0.011780760603952625,0.0012330435664275957
0.0012957592001630782,0.00039878426505964666,0.00027609667561146194,0.0060372234400739334,0.0010706467534127664,0.019691258831753756
0.0004697415730056514,0.0017863069361074855,0.002782087046041802,0.00040398685394277533,0.00018563698778776636,0.01348018125106728
0.00955530057558621,0.005010306018831199,0.0032464545145073223,0.00578145798299243,0.011976941716906869,0.007416438535262978
0.00018558652940765198,0.00012669760142211024,0.0041732832008761515,0.004829691613696756,0.018932905734220414,0.004289178900379952
0.013623404757802512,0.0036141112569815443,0.003087019055618523,0.001499091041548184,0.0017648171435026636,0.0137298667365736
0.0006406917953313866,0.0032972531274663066,0.007234989533015346,0.008565519085714426,0.01105305339284865,0.0090575921730917
0.012070572913829142,0.0010333171916737493,0.0003160664454642973,0.007525695092183577,0.011599629255553178,0.015137469182248975
0.008983780538575807,0.005762255290227355,0.006484888721349669,0.0051123406919222625,0.02473338227293807,0.007042514821870731
0.0009848746739116617,0.003996978656014752,0.004781432033751844,0.0014730548649175361,0.0012935830033533105,0.0100890612993084
0.00960690805602772,0.0003163171428219099,0.006233167016924834,0.0002839561536613586,0.023981939167736874,0.014255878052424863
0.0007757065408122312,0.005526724505505555,0.01033374696335164,0.009609465394081425,0.010436825919187594,0.007635231226519809
0.01325790142802403,0.004109637282206168,0.0005698678956061996,0.008340568051728703,0.01227914470515839,0.01550476407744194
0.010451213529862564,0.005033362427054244,0.005326162897174772,0.014348738987243098,0.005802868708083619,0.0030291614636697405
0.0009593901552194111,0.004415168780733973,0.009259210212105776,0.0016557725200766788,0.02836046843042475,0.010698078760032445
0.011083876903752071,0.0008621608591473409,0.00612347635237321,0.0009301014742508629,0.0009225877271213851,0.010981492006062158
0.010497495331136862,0.00041279804364983003,0.01084516895318347,0.012088532652793575,0.0003553648880446157,0.006988316937222507
0.010907155865572154,0.0003622995295994718,0.00042728342815041197,0.009716803577950952,0.015423802298860825,0.013882371245837603
0.004713249117870322,0.008575461685454863,0.00989514023117039,0.006310301661902848,0.004242013034210902,0.003178956078701332
0.0007163898604573455,0.006344897958941689,0.007878812483555295,0.0016463022079443834,0.028196639666274257,0.0010998001515539618
0.01203662015736685,0.011059165684096497,0.006527788143564245,0.011213917248967975,0.0009727768339160008,0.0009741027498505806
0.004969310893507017,0.0004342626170546989,0.01300372978566224,0.00947475044339063,0.00048138344124571916,0.008245290954256319
0.0007647785238197713,0.005792510526859975,0.0007213752847604526,0.005485139672644729,0.028394353625618343,0.00903866460414532
0.00044479263710011334,0.00641086869242123,0.00034704960552384677,0.0011973146139958228,0.014828825650149828,0.009548875152087603
0.009707409633918454,0.012335417026336358,0.006151705551367075,0.013191393112216131,0.016823709101800324,0.005756649163251366
0.010048109450932161,0.0012225647120871783,0.014259160491468992,0.010557042419031416,0.028519675430460426,0.012856238526724727
0.0044216189701465165,0.006718107633882498,0.0014150330714268046,0.01068808511016434,0.000884475591883086,0.001145076230575478
0.0009028790774094897,0.004452510201971528,0.00047011696612896695,0.005992687118812755,0.0005502221791167238,0.0015834954266991121
0.011371626736451614,0.012459286675399922,0.010790761751077198,0.015666711506216662,0.0003728300469106735,0.009574681683316258
0.009779989968782689,0.008298354961734306,0.007544006365225379,0.0014606304665437716,0.023791982340123193,0.00526549125629696
0.004682477935975455,0.007044641273354025,0.009220472477466537,0.0006169539691887943,0.019847341505541287,0.0009468787354849727
0.0003906367047893785,0.012054387037472681,0.006323175864035739,0.0004625897965612253,0.015965872522177037,0.0009048962202228484
0.008043994132112426,0.0008784260316749636,0.013608217651156359,0.010798616771380805,0.024436613921886893,0.005600017276617999
0.009034717653807459,0.00805842514001032,0.0012126586597818168,0.010143977854369313,0.00046891164561929226,0.008269763383709017
0.0040217585366363025,0.0048257495200188195,0.0005777015312691152,0.014967091000487822,0.0004547444289859209,0.0071325250010672815
0.012507260871011122,0.011928025885309161,0.007042311084771472,0.0008450697535887983,0.019012660196382706,0.004857547947617828
0.0008401804223053958,0.0006299219414005585,0.008805467674769267,0.011996228230347407,0.0181427001953125,0.009730354684298156
0.009992389333131756,0.009601117616257893,0.006386169978236768,0.009552700975152964,0.017470709627984683,0.0071554131846610315
0.0043147613369326765,0.008026794463236857,0.0008912709641882106,0.009754258710312403,0.006196694105546042,0.0008685419468280396
0.011400260907558439,0.008542691231237099,0.009187084542792216,0.01380803587296782,0.019408715188593988,0.006644535585830772
0.0003534243418304713,0.012591044355098804,0.006850772433810764,0.0004941463320839543,0.01747586556584142,0.014906377740245048
0.0002945669857860443,0.0008518005934312773,0.009619972523286828,0.00037978441318000863,0.012957661482115678,0.005537397874509051
0.007008810145308505,0.011268594231404049,0.0062781308118680735,0.009112173462871628,0.019392295152266457,0.009154231170487534
0.0077175333687229414,0.00851087083858214,0.013095390130956076,0.008281380994812912,0.0030556363783652016,0.012497531911714481
0.0036859924656909215,0.009067761058538732,0.00942958904259769,0.008622216475133355,0.018439259521855975,0.00037809278144211063
0.0008568987631343343,0.012073809200840821,0.0064892107272326565,0.013611778256883433,0.0003504876495314878,0.004389861893784153
0.00042362470285441366,0.0008293770655316598,0.0026712895263250216,0.0013605218940593623,0.0003391771011700913,0.009201174876728996
0.008694104735987623,0.008924030528131071,0.0012895697207717148,0.011113358621205287,0.019224796846758468,0.001908015683700478
0.007692258117477154,0.009239201964887384,0.007681895482794059,0.008340553688262375,0.012232718039502473,0.0008599119759648224
0.009186106690247631,0.004086785411417861,0.00809846393802623,0.005134589701264414,0.010181932144513413,0.0011217711401767419
0.0006007855573624913,0.011915095562260959,0.010142318119450966,0.012618175897996254,0.002815931717917618,0.005683523709656762
0.0029622693773426606,0.0008203418466754189,0.005295614573072962,0.0011269767193873548,0.02103462393425371,0.004111368148053279
0.013665770774993825,0.010860233760794834,0.008638051438757106,0.00033924592338013804,0.0008771365091680936,0.007122894453872097
0.0032464403820170852,0.010053372116792891,0.0077173060635142305,0.007800233599755844,0.013068630270761987,0.0002450161292904713
0.002333596272559456,0.004004548023255373,0.01119599592157253,0.007069449159917242,0.012339134738869863,0.0022895271009434766
0.002809266498730605,0.012190568950814261,0.0033012789834417277,0.007376937459246058,0.011745899961056412,0.0030665163133965162
0.008240212511872203,0.0007618070864573215,0.00791482480696446,0.004876674512055813,0.012654575945942732,0.00908264827207138
0.005909487459616348,0.009723179035825947,0.0077862341512395655,0.012069319122668752,0.010491450990534628,0.004605069186518101
0.004035809604249295,0.00432079698693237,0.006468751475806887,0.0013072908878476036,0.006489978714802131,0.0022863586092255806
0.0020811913568770705,0.012771968091211602,0.010151783488026006,0.0004729745827164065,0.009360558729012081,0.0015160399056523225
0.008111474016332339,0.012471464063543438,0.005775699824111929,0.009760181246261669,0.009787990622324487,0.001287991883324795
0.004686148983553253,0.009039858002405598,0.0077049549654014645,0.00689270191892846,0.00675049292623906,0.0007592706732411202
0.004771703900098246,0.012701937734299113,0.0068199869264592775,0.004933702261200286,0.00604361849106973,0.0019014702468621925
0.000613109281815689,0.004345904698124089,0.009284718392151968,0.001141704060195717,0.003390191715420472,0.0060422303246670086
0.002007006047105634,0.011355005368959446,0.009030165861719425,0.006504198881687323,0.001487464846722793,0.003911211190979338
0.007269660243872763,0.007926267278373908,0.004127656171290299,0.006478823424507766,0.005810858089267028,0.0027996125768442624
0.004810804990434137,0.0040903781559236884,0.009821413574921516,0.006703740943738724,0.0002407033330955099,0.0013517369338072063
0.004505341909808483,0.004298572067846194,0.0031586264356087182,0.01087929636174547,0.0050837779516861685,0.0007622307115565233
0.003003910052283095,0.00869954921135108,0.003844999621912331,0.0011339813031333347,0.0026083471568207764,0.00039443552819757514
0.0069053646355437875,0.0005580196223136231,0.01145200010133874,0.008599388139315971,0.0025831713161149164,0.0014309492267546107
0.004578179395348457,0.0035918463197016147,0.008251045240227628,0.006031966411397866,0.0015513334462994672,0.0035576742203509222
0.003954748617444466,0.012121513852105087,0.0030444995658316693,0.006410673564603271,0.006461644281535388,0.0014980712223574113
0.0019416844551089973,0.008854262512710964,0.0018989000776133869,0.009401803185732567,0.0020893625291333712,0.0030475887444501365
0.006428490234829004,0.007121129381013993,0.004306055309447188,0.0008924596168271493,0.0020032212070134133,0.0011628364604678962
0.003901199206037889,0.0029752148650930366,0.0004423775066228591,0.0035058635882834564,0.0009916819393906964,0.0005080009418758538
0.001333904399366392,0.012290401004830167,0.0032823921691156627,0.0054526638752770045,0.004485480135797184,0.005251983475815403
0.006157506626187675,0.009348503509269518,0.008027743799081121,0.013681488946795576,0.00018656598559979072,0.0035090211962090162
0.003950873622779013,0.007660639847639175,0.0028697613950563563,0.0031199986410245725,0.0031393158562832953,0.0012107390523608266
0.003671217829279986,0.007153551528730573,0.003240443676040992,0.002736608997796223,0.001659933290525114,0.000670135998335041
0.0019020619696098835,0.0005438576281910211,0.0024582177108913987,0.006027015803336798,0.0018511442651850266,0.0005293465702911543
0.003947019909548793,0.010846968470643365,0.009181458029036008,0.000785614578634884,0.0008218843642979452,0.0003036749167520492
0.0004608760817779158,0.00848730308677225,0.0053973771678900405,0.009364309750794242,0.0038799129120291095,0.0009512145662568306
0.0005693191819166594,0.007663069100215517,0.004460531881504795,0.005885166997703071,0.001469883563130232,0.004597231338584358
0.0015720046436659184,0.005489823284399283,0.002356777948830824,0.0050149994806170575,0.0014575743421209094,0.0026958444730831627
0.005783327564645622,0.00040565998360854786,0.005198507797601378,0.0006099302341543772,0.004450456918283866,0.0011439088915215165
0.003315447209215009,0.0006614710996311924,0.0007617974597006333,0.009176679790150907,0.001199382625214041,0.0009648057280993853
0.00332417259766079,0.010344621566616835,0.002892427768388835,0.006018972262193089,0.001979717562369197,0.0027082266051912567
0.0012206729763000858,0.007825178356643092,0.008120998542886667,0.0047281514824016515,0.000583991249583809,0.0008301448300887978
0.0028639863890750307,0.00628512708118322,0.00566082187404424,0.005389349715702953,0.0024924314548254375,0.00045563744716956966
0.0012903820908607188,0.0005096924658131982,0.002357520244556662,0.0007791079283882765,0.0009269075669472983,0.000832062601391735
0.0053494381161968635,0.0008059278861477052,0.003444350994244072,0.002293079521052322,0.0016869206769644215,0.004095108782658811
