Savannas,Grasslands,Urban and built-up,Croplands,Forests,Waterbodies & Wetlands
0.001986969575833188,0.0006833580873034543,0.00403660415710906,0.0032353995173262473,0.0015741867924752664,0.005876551560365437
0.002685823533658037,0.0006232048134713453,0.001346335578527544,0.0004706955793923557,0.000555610366426465,0.003958279969262295
0.004199217331237651,0.00023842988053590942,0.0028839177212361023,0.003290971768549478,0.006339945568160198,0.006493198415620731
0.00425981267115949,0.0016718993666335297,0.00030246574300832975,0.0030753569876769884,0.002487298741914003,0.017591382636398565
0.001131289174865978,0.0016769935344827587,0.0038151255131591375,0.0011675678752304283,0.0012334071700794331,0.015930342543971996
0.008084212497798081,0.0032337531469121845,0.0025880535786770922,0.0004020334225221603,0.01786883164032772,0.008605164908320527
0.0014226533046493637,0.0007308033613859883,0.00017620519309738414,0.006537737575563324,0.006925074840063736,0.00902740812041069
0.005864328254050624,0.00019659308220009713,0.00503733079874042,0.005082215715210229,0.019790533289336,0.013190347640240779
0.0007750716446610951,0.002493263900482637,0.004930009770544357,0.00960389715696825,0.0013700395232829148,0.005150883575606216
0.006466403111697684,0.005601995763644366,0.009463954260106325,0.0018037641014767023,0.0005720304027539955,0.014929891284046277
0.01316322032266969,0.0013180110684988162,0.0006807137304293951,0.0011177697374710738,0.022247755727085712,0.012877042176293546
0.0011211432506183533,0.0031921890651560223,0.008916293744321657,0.00040264147593004784,0.008139669804449676,0.0191864263815958
0.0004265136576873765,0.007368465532892939,0.005204061838697962,0.00994267866160378,0.008057685747538528,0.006626024923689379
0.006623165710534344,0.00014662073328982516,0.011990825541072971,0.00641259348126912,0.006915436487763984,0.004248697249615779
0.0014506578999638612,0.005616477903316992,0.001377716240144421,0.006795355919801145,0.02391735059485588,0.0019311123206967214
0.0009440462404159765,0.003503203056227993,0.0006594660643125719,0.005653287985125118,0.0003019939637438166,0.0142486655646986
0.017047800501243063,0.0041703448821295225,0.01161084919052695,0.001651104393520062,0.02739061793961663,0.011818515798433231
0.017462868293680628,0.009210320686240286,0.006237341881347375,0.0011446916611919516,0.009194616494839231,0.009120753554047132
0.0012712890965502963,0.0006765179404823337,0.005610416041205653,0.011363201542337524,0.008888116891707097,0.004919583680199795
0.009660115191017622,0.009733447407911912,0.015019170292232252,0.007347750895667458,0.02687637120077055,0.0021484458381360997
0.007600054525874593,0.004672831108756526,0.0008003924451618271,0.0072271360810887,0.0013451191569753614,0.001563233755976776
0.0012991677767063285,0.010353590088483487,0.0006516631746264662,0.015973136909037202,0.0009330621774519596,0.014004316486296107
0.0008093436226518915,0.0010095048842353692,0.013183183071595468,0.01608925117083317,0.027171490580705383,0.010563459552702357
0.01855325277657467,0.0007666774488525983,0.010023076436817475,0.007526753200869744,0.010724443641790335,0.010400198847869706
0.0071787512729135795,0.00025754227344129433,0.006521248035068545,0.017423870947280946,0.02829130454331954,0.0071433228873164275
0.019320602807151834,0.009992218388116956,0.017513301500178782,0.002127267665761296,0.0009272327161815068,0.015835162720393613
